id,joined,leaved
46800,1450358986742,1450358988597
46799,1450358981495,1450358981520
46803,1450359007529,1450359007567
46807,1450359015744,1450359017946
46810,1450359020715,1450359023593
46818,1450359035669,1450359035776
46819,1450359038882,1450359038914
46815,1450359029929,1450359032238
46820,1450359048910,1450359048978
46821,1450359051520,1450359053569
46822,1450359058664,1450359058676
46826,1450359069222,1450359069276
46830,1450359072058,1450359072093
46836,1450359092445,1450359093131
46837,1450359096202,1450359096230
46838,1450359101487,1450359101514
46843,1450359108012,1450359108047
46844,1450359113379,1450359114676
46845,1450359119400,1450359119611
46851,1450359122847,1450359123429
46853,1450359130179,1450359130322
46854,1450359132881,1450359135104
46855,1450359148196,1450359148701
46860,1450359162813,1450359168131
46861,1450359173037,1450359178126
46863,1450359181817,1450359181849
46864,1450359192592,1450359196281
46869,1450359199684,1450359199732
46872,1450359207012,1450359207044
46877,1450359218306,1450359223371
46881,1450359234279,1450359234346
46882,1450359236622,1450359236651
46878,1450359228372,1450359228401
46885,1450359249195,1450359249249
46886,1450359252293,1450359252322
46892,1450359263056,1450359263113
46895,1450359268225,1450359268477
46899,1450359281975,1450359283715
46900,1450359289180,1450359289201
46901,1450359293716,1450359293748
46902,1450359298479,1450359310733
46903,1450359313809,1450359313833
46905,1450359317823,1450359317848
46908,1450359324258,1450359324299
46909,1450359327740,1450359328748
46910,1450359335414,1450359340197
46911,1450359343500,1450359343516
46914,1450359349355,1450359349748
46915,1450359354974,1450359355028
46918,1450359362991,1450359364479
46922,1450359371398,1450359371424
46925,1450359375105,1450359376698
46927,1450359382717,1450359382783
46928,1450359389612,1450359389645
46931,1450359394614,1450359402878
46932,1450359405167,1450359407180
46933,1450359413364,1450359415014
46934,1450359423507,1450359423563
46936,1450359429168,1450359429201
46938,1450359433030,1450359433064
46939,1450359439596,1450359439633
46940,1450359443616,1450359443647
46941,1450359448187,1450359448316
46945,1450359453207,1450359455160
46946,1450359462075,1450359462111
46947,1450359464616,1450359464646
46948,1450359477557,1450359477604
46949,1450359480108,1450359480505
46950,1450359485764,1450359485794
46951,1450359489596,1450359493081
46952,1450359499458,1450359507634
46953,1450359511654,1450359511682
46956,1450359527366,1450359529616
46960,1450359548982,1450359549243
46958,1450359545282,1450359545486
46965,1450359552383,1450359555219
46972,1450359561565,1450359561631
46977,1450359566597,1450359566665
46978,1450359569738,1450359569764
46979,1450359575933,1450359579715
46980,1450359585086,1450359585916
46981,1450359599680,1450359599739
46982,1450359607730,1450359608083
46985,1450359620191,1450359622634
46995,1450359630305,1450359630341
46996,1450359633632,1450359633694
46997,1450359645099,1450359645129
46998,1450359648223,1450359649105
47001,1450359658465,1450359658512
47004,1450359663043,1450359663073
47008,1450359675268,1450359676047
47009,1450359679814,1450359679846
47010,1450359682190,1450359684840
47011,1450359688404,1450359692898
47013,1450359698645,1450359698801
47014,1450359704729,1450359708576
47015,1450359719508,1450359719551
47016,1450359725232,1450359725321
47017,1450359730861,1450359730893
47018,1450359737061,1450359737094
47019,1450359744904,1450359746098
47020,1450359749480,1450359749666
47031,1450359760723,1450359760763
47032,1450359765169,1450359765198
47033,1450359775205,1450359775251
47034,1450359793262,1450359793496
47036,1450359813153,1450359815261
47037,1450359830343,1450359830394
47038,1450359834581,1450359834638
47040,1450359838431,1450359838451
47041,1450359844462,1450359846293
47043,1450359858143,1450359858179
47048,1450359863767,1450359864343
47051,1450359874544,1450359874589
47053,1450359879848,1450359880898
47054,1450359883515,1450359883534
47056,1450359889524,1450359889535
47055,1450359886224,1450359886256
47057,1450359893542,1450359895958
47058,1450359901761,1450359901830
47059,1450359909472,1450359913527
47060,1450359916057,1450359916082
47061,1450359918624,1450359920465
47062,1450359926627,1450359929435
47063,1450359933923,1450359933949
47066,1450359940916,1450359940951
47067,1450359943440,1450359943463
47069,1450359946016,1450359946056
47070,1450359948561,1450359952032
47073,1450359958763,1450359958815
47074,1450359967730,1450359970129
47075,1450359978682,1450359978717
47078,1450359994748,1450359994807
47079,1450360006079,1450360006110
47082,1450360008514,1450360010484
47083,1450360013574,1450360013603
47084,1450360016838,1450360018696
47085,1450360022131,1450360024712
47086,1450360029229,1450360031226
47087,1450360035064,1450360035203
47088,1450360043658,1450360048042
47097,1450360055417,1450360055441
47098,1450360057859,1450360058647
47099,1450360061515,1450360061527
47106,1450360075968,1450360076101
47112,1450360082655,1450360085264
47116,1450360098441,1450360098656
47123,1450360118016,1450360118192
47118,1450360110976,1450360111013
47124,1450360131910,1450360131945
47125,1450360139931,1450360139963
47126,1450360142688,1450360142737
47127,1450360145074,1450360145098
47132,1450360147762,1450360152281
47133,1450360155836,1450360156662
47134,1450360161157,1450360161182
47135,1450360168816,1450360171099
47141,1450360174274,1450360174343
47142,1450360181221,1450360182148
47144,1450360190532,1450360190575
47149,1450360193784,1450360193817
47154,1450360211544,1450360213763
47155,1450360218493,1450360220366
47157,1450360225581,1450360226524
47158,1450360229062,1450360229331
47163,1450360233255,1450360233291
47166,1450360244971,1450360245882
47167,1450360250397,1450360250649
47171,1450360256861,1450360260064
47175,1450360266312,1450360266824
47176,1450360274273,1450360274306
47179,1450360281443,1450360281472
47180,1450360285963,1450360285993
47181,1450360288698,1450360288728
47184,1450360299675,1450360299927
47185,1450360305876,1450360305898
47190,1450360309838,1450360309876
47193,1450360317360,1450360317418
47194,1450360323431,1450360324357
47195,1450360338604,1450360338644
47196,1450360341496,1450360342515
47199,1450360345026,1450360346994
47201,1450360360086,1450360360127
47202,1450360371029,1450360371057
47203,1450360374162,1450360375832
47204,1450360382390,1450360382515
47205,1450360390940,1450360391915
47206,1450360394955,1450360394982
47207,1450360404794,1450360405376
47209,1450360412296,1450360412331
47210,1450360418649,1450360419732
47212,1450360429233,1450360430560
47221,1450360454081,1450360454116
47223,1450360457878,1450360458965
47224,1450360464077,1450360465494
47225,1450360475748,1450360475807
47226,1450360480501,1450360482338
47235,1450360484967,1450360486933
47246,1450360491388,1450360493168
47247,1450360499925,1450360499956
47249,1450360503782,1450360507611
47256,1450360514587,1450360514682
47260,1450360519355,1450360524821
47261,1450360528824,1450360528848
47262,1450360532812,1450360532844
47263,1450360538303,1450360547282
47270,1450360560744,1450360562048
47278,1450360566422,1450360566791
47281,1450360570105,1450360570140
47282,1450360572959,1450360575172
47283,1450360577880,1450360578634
47286,1450360582330,1450360584511
47288,1450360592682,1450360592719
47291,1450360595781,1450360598262
47292,1450360602176,1450360602190
47293,1450360609477,1450360614082
47299,1450360621707,1450360621733
47300,1450360630475,1450360630524
47301,1450360639795,1450360640263
47305,1450360650102,1450360650139
47307,1450360654992,1450360656446
47308,1450360659700,1450360659731
47311,1450360666629,1450360666679
47312,1450360668999,1450360671071
47314,1450360677240,1450360680182
47315,1450360683075,1450360684667
47316,1450360687271,1450360689189
47317,1450360691838,1450360701330
47318,1450360704040,1450360710047
47319,1450360715543,1450360716100
47320,1450360718809,1450360720733
47323,1450360727950,1450360727991
47325,1450360734124,1450360734146
47326,1450360739043,1450360740540
47327,1450360745615,1450360745672
47333,1450360755457,1450360758799
47337,1450360761433,1450360769227
47339,1450360777364,1450360782829
47342,1450360787681,1450360789507
47344,1450360802575,1450360803496
47343,1450360797633,1450360797666
47345,1450360805847,1450360806232
47346,1450360814613,1450360814663
47347,1450360820665,1450360820767
47348,1450360824651,1450360824682
47351,1450360827638,1450360827676
47352,1450360829945,1450360833431
47360,1450360845865,1450360845884
47354,1450360836935,1450360837626
47359,1450360843436,1450360843490
47363,1450360858967,1450360859066
47371,1450360868766,1450360868802
47372,1450360887117,1450360887186
47384,1450360911431,1450360914714
47385,1450360917962,1450360917993
47386,1450360931832,1450360934213
47387,1450360937288,1450360939323
47388,1450360942585,1450360942600
47394,1450360952093,1450360953469
47395,1450360957232,1450360957262
47397,1450360959642,1450360961128
47398,1450360965267,1450360967329
47399,1450360972567,1450360972611
47406,1450360980308,1450360982315
47409,1450360993439,1450360993577
47414,1450361003498,1450361008128
47415,1450361014741,1450361014764
47418,1450361018447,1450361019506
47419,1450361022027,1450361022165
47420,1450361026216,1450361031715
47422,1450361040809,1450361044294
47423,1450361047010,1450361047032
47427,1450361054843,1450361054944
47433,1450361059099,1450361059137
47434,1450361069420,1450361069451
47436,1450361077700,1450361077766
47438,1450361091416,1450361093631
47440,1450361096877,1450361100523
47447,1450361104509,1450361104562
47454,1450361113832,1450361113866
47455,1450361116533,1450361116564
47457,1450361124744,1450361126673
47467,1450361132426,1450361136983
47468,1450361143165,1450361144457
47469,1450361151543,1450361153750
47472,1450361157617,1450361157656
47473,1450361163611,1450361163996
47475,1450361173287,1450361173328
47477,1450361185149,1450361189081
47480,1450361195943,1450361202866
47481,1450361213246,1450361214533
47482,1450361217611,1450361219172
47488,1450361226545,1450361226665
47490,1450361232742,1450361232830
47491,1450361235112,1450361235136
47494,1450361240582,1450361241331
47498,1450361255534,1450361255583
47499,1450361259904,1450361261646
47501,1450361265554,1450361269041
47502,1450361273221,1450361276372
47503,1450361280377,1450361280749
47508,1450361287750,1450361290412
47509,1450361296398,1450361300547
47510,1450361306427,1450361308284
47511,1450361311189,1450361311222
47512,1450361314443,1450361317213
47517,1450361325566,1450361325615
47524,1450361328884,1450361328916
47525,1450361334533,1450361336541
47526,1450361340012,1450361340215
47527,1450361342564,1450361344272
47529,1450361349507,1450361355764
47532,1450361359733,1450361359764
47533,1450361364115,1450361364216
47534,1450361367210,1450361371099
47535,1450361375630,1450361381860
47540,1450361386224,1450361389697
47541,1450361396056,1450361404096
47542,1450361406988,1450361409748
47543,1450361416314,1450361416609
47544,1450361420707,1450361421350
47545,1450361425984,1450361426928
47548,1450361429700,1450361431666
47551,1450361437866,1450361439683
47554,1450361449688,1450361449824
47558,1450361455263,1450361455361
47561,1450361460673,1450361460914
47562,1450361463761,1450361467547
47565,1450361472875,1450361472907
47566,1450361475615,1450361478995
47567,1450361482375,1450361484384
47568,1450361487825,1450361490411
47572,1450361494315,1450361501965
47575,1450361504482,1450361504993
47576,1450361507510,1450361507540
47577,1450361510621,1450361510647
47578,1450361513712,1450361513849
47579,1450361521201,1450361521248
47581,1450361524693,1450361524718
47586,1450361527379,1450361529643
47587,1450361533068,1450361554366
47588,1450361559911,1450361560777
47589,1450361563185,1450361567082
47591,1450361571445,1450361573865
47592,1450361579859,1450361581743
47593,1450361584775,1450361586445
47594,1450361589351,1450361589379
47595,1450361593556,1450361593580
47596,1450361596628,1450361602709
47597,1450361605963,1450361612551
47602,1450361620729,1450361622433
47603,1450361628023,1450361641718
47604,1450361645705,1450361661412
47608,1450361664412,1450361664877
47609,1450361667577,1450361668161
47613,1450361675120,1450361676584
47614,1450361678883,1450361680185
47620,1450361685414,1450361689849
47621,1450361692396,1450361692433
47624,1450361695546,1450361696633
47625,1450361699506,1450361702624
47626,1450361704959,1450361711366
47627,1450361714454,1450361715450
47628,1450361718623,1450361724490
47631,1450361730032,1450361730360
47632,1450361732884,1450361734917
47633,1450361737618,1450361750120
47634,1450361756308,1450361760510
47638,1450361763511,1450361769813
47641,1450361773323,1450361773457
47644,1450361775867,1450361778569
47648,1450361781734,1450361800257
47649,1450361803691,1450361803831
47651,1450361806511,1450361825416
47656,1450361829215,1450361834932
47657,1450361838565,1450361842810
47658,1450361845495,1450361845727
47665,1450361849011,1450361853750
47679,1450361857761,1450361860749
47687,1450361865245,1450361870521
47688,1450361874867,1450361874900
47689,1450361878878,1450361884413
47690,1450361889678,1450361910405
47691,1450361913220,1450361917849
47692,1450361921251,1450361925508
47695,1450361928823,1450361941635
47698,1450361945745,1450361949933
47699,1450361955743,1450361967067
47700,1450361970873,1450361975655
47701,1450361978177,1450361979829
47702,1450361982195,1450361982931
47708,1450361987098,1450361987128
47710,1450361991148,1450361998312
47711,1450362002096,1450362003205
47716,1450362008827,1450362015964
47720,1450362019232,1450362026579
47726,1450362032214,1450362044808
47736,1450362049551,1450362050931
47737,1450362053365,1450362059397
47740,1450362065033,1450362068187
47741,1450362071305,1450362072735
47742,1450362079140,1450362082695
47746,1450362088306,1450362098483
47751,1450362101337,1450362112991
47752,1450362115960,1450362120286
47753,1450362123462,1450362124441
47757,1450362127397,1450362127430
47758,1450362130024,1450362130052
47759,1450362132414,1450362142014
47761,1450362145734,1450362154849
47762,1450362158304,1450362158331
47763,1450362163583,1450362172968
47764,1450362177065,1450362217198
47765,1450362219910,1450362221576
47768,1450362225010,1450362240726
47769,1450362243609,1450362248583
47774,1450362252863,1450362269885
47779,1450362273282,1450362289065
47781,1450362301980,1450362302665
47780,1450362292867,1450362304124
47785,1450362311300,1450362314421
47786,1450362319665,1450362320024
47793,1450362323861,1450362323884
47800,1450362327100,1450362327167
47801,1450362329878,1450362339239
47804,1450362342194,1450362343981
47807,1450362353614,1450362355247
47808,1450362358192,1450362366259
47809,1450362371172,1450362371192
47810,1450362373707,1450362380881
47813,1450362384208,1450362386209
47814,1450362388701,1450362396850
47815,1450362399283,1450362401916
47817,1450362415674,1450362415915
47818,1450362418641,1450362424119
47822,1450362433433,1450362433465
47827,1450362436080,1450362453108
47828,1450362457461,1450362457483
47829,1450362460046,1450362460289
47830,1450362465150,1450362466276
47831,1450362469184,1450362486546
47834,1450362492178,1450362493181
47835,1450362496194,1450362497848
47837,1450362500400,1450362517611
47839,1450362521405,1450362526509
47840,1450362529761,1450362531065
47841,1450362535251,1450362546378
47842,1450362548724,1450362549486
47843,1450362551823,1450362553497
47844,1450362555830,1450362555861
47845,1450362561322,1450362568842
47846,1450362571378,1450362573104
47847,1450362577559,1450362584010
47850,1450362587683,1450362594442
47851,1450362596781,1450362598262
47852,1450362600976,1450362602823
47853,1450362605178,1450362605239
47854,1450362609560,1450362614528
47856,1450362619967,1450362624917
47858,1450362630205,1450362632578
47861,1450362635668,1450362638490
47864,1450362641035,1450362642276
47865,1450362646986,1450362650293
47866,1450362657780,1450362657811
47867,1450362660335,1450362665647
47869,1450362668196,1450362669948
47870,1450362677114,1450362677142
47871,1450362680581,1450362680816
47873,1450362688078,1450362701416
47874,1450362704361,1450362705099
47879,1450362708318,1450362708421
47880,1450362713093,1450362713124
47881,1450362716010,1450362722674
47882,1450362725328,1450362727721
47887,1450362731730,1450362737038
47893,1450362740681,1450362748157
47894,1450362752555,1450362754763
47895,1450362757831,1450362764429
47896,1450362766946,1450362768067
47898,1450362775526,1450362793592
47899,1450362799592,1450362826263
47900,1450362829148,1450362843582
47901,1450362849027,1450362851818
47907,1450362857586,1450362870385
47915,1450362878194,1450362881577
47916,1450362884579,1450362887882
47917,1450362892432,1450362894265
47918,1450362900803,1450362903413
47919,1450362907032,1450362907793
47920,1450362910331,1450362913823
47921,1450362918700,1450362926018
47922,1450362928567,1450362937692
47923,1450362941121,1450362952748
47924,1450362955397,1450362957596
47925,1450362961418,1450362961434
47929,1450362966134,1450362967813
47930,1450362971432,1450362974193
47931,1450362977627,1450362980935
47933,1450362983453,1450362986583
47934,1450362992405,1450362994624
47938,1450362997422,1450362998615
47939,1450363002059,1450363014297
47940,1450363017191,1450363020310
47942,1450363023930,1450363031101
47943,1450363033651,1450363036390
47950,1450363038948,1450363044049
47951,1450363047305,1450363047515
47955,1450363050778,1450363052615
47958,1450363058682,1450363059432
47962,1450363063231,1450363064722
47963,1450363067248,1450363067277
47964,1450363069827,1450363073617
47965,1450363076034,1450363079417
47966,1450363082051,1450363083868
47967,1450363086607,1450363098897
47969,1450363101415,1450363111621
47971,1450363115960,1450363116350
47974,1450363121979,1450363133893
47975,1450363136597,1450363147382
47976,1450363150817,1450363150848
47977,1450363155386,1450363155401
47980,1450363163101,1450363164813
47982,1450363167482,1450363183149
47983,1450363186217,1450363197374
47984,1450363200079,1450363223809
47985,1450363226510,1450363226543
47987,1450363230545,1450363233102
47988,1450363236537,1450363245134
47989,1450363247482,1450363247510
47990,1450363251511,1450363255018
47991,1450363258469,1450363264535
47992,1450363268530,1450363268590
47998,1450363271456,1450363274160
48000,1450363276753,1450363281305
48001,1450363288028,1450363292978
48003,1450363296778,1450363338916
48004,1450363341811,1450363359189
48005,1450363361512,1450363361522
48010,1450363365278,1450363375927
48011,1450363378466,1450363378479
48015,1450363384202,1450363389232
48016,1450363392895,1450363393833
48017,1450363397994,1450363409876
48019,1450363412973,1450363441960
48020,1450363445030,1450363445096
48021,1450363449045,1450363465332
48022,1450363468217,1450363474339
48025,1450363476671,1450363477913
48026,1450363484080,1450363502849
48027,1450363506504,1450363509488
48032,1450363516231,1450363527716
48035,1450363531399,1450363539411
48041,1450363543377,1450363548866
48042,1450363556491,1450363559404
48044,1450363561813,1450363566001
48045,1450363568730,1450363568930
48046,1450363573645,1450363583541
48047,1450363586430,1450363588467
48048,1450363591897,1450363597764
48049,1450363600280,1450363600312
48050,1450363603408,1450363609466
48051,1450363612558,1450363612966
48052,1450363616040,1450363621024
48053,1450363625393,1450363642424
48054,1450363645515,1450363675866
48056,1450363678210,1450363678266
48057,1450363680782,1450363686035
48060,1450363689878,1450363694641
48061,1450363696982,1450363697049
48062,1450363699899,1450363703577
48065,1450363706358,1450363709778
48066,1450363713977,1450363719107
48067,1450363722364,1450363724575
48068,1450363730016,1450363735328
48069,1450363737670,1450363737699
48070,1450363740228,1450363744997
48071,1450363747517,1450363751195
48079,1450363756093,1450363763007
48080,1450363766476,1450363775826
48088,1450363782160,1450363810305
48092,1450363818360,1450363824188
48093,1450363826717,1450363826893
48094,1450363831094,1450363846833
48095,1450363850828,1450363863784
48096,1450363866125,1450363871523
48097,1450363873827,1450363881107
48098,1450363884414,1450363911223
48103,1450363915828,1450363917061
48104,1450363919489,1450363925150
48105,1450363928606,1450363929462
48106,1450363933181,1450363942360
48107,1450363944718,1450363946268
48109,1450363948898,1450363967343
48121,1450363974851,1450363981558
48125,1450363985134,1450363992062
48126,1450363994879,1450364010447
48128,1450364014437,1450364035313
48130,1450364040016,1450364043146
48131,1450364047668,1450364074501
48132,1450364077211,1450364081446
48133,1450364085047,1450364088723
48134,1450364091296,1450364097509
48137,1450364100644,1450364111926
48141,1450364116995,1450364118660
48142,1450364121928,1450364140568
48144,1450364146965,1450364158662
48145,1450364161410,1450364181700
48146,1450364188016,1450364237122
48147,1450364240391,1450364250031
48148,1450364253138,1450364259983
48149,1450364262629,1450364270051
48150,1450364273046,1450364294738
48151,1450364297726,1450364305829
48155,1450364308261,1450364311979
48159,1450364315185,1450364316392
48160,1450364318915,1450364332438
48163,1450364335384,1450364352338
48169,1450364356507,1450364357629
48170,1450364362161,1450364366339
48171,1450364370381,1450364385380
48172,1450364388082,1450364408749
48173,1450364411127,1450364411151
48175,1450364414045,1450364432860
48176,1450364437013,1450364439086
48177,1450364441583,1450364448749
48178,1450364451652,1450364451818
48182,1450364455055,1450364462649
48183,1450364467711,1450364469902
48184,1450364475016,1450364498335
48186,1450364500744,1450364509607
48187,1450364512198,1450364512853
48193,1450364515802,1450364522844
48194,1450364525362,1450364525390
48195,1450364531231,1450364541658
48196,1450364544178,1450364545226
48197,1450364548756,1450364567939
48198,1450364572863,1450364578914
48199,1450364582315,1450364589668
48200,1450364592713,1450364594526
48201,1450364597449,1450364612900
48202,1450364618797,1450364618846
48207,1450364625762,1450364626099
48213,1450364630294,1450364641996
48224,1450364645632,1450364662592
48228,1450364665949,1450364676741
48229,1450364678974,1450364683314
48230,1450364686648,1450364686844
48235,1450364690242,1450364692749
48240,1450364701034,1450364706678
48244,1450364711174,1450364765231
48246,1450364768511,1450364808768
48251,1450364817569,1450364818332
48253,1450364829780,1450364843484
48254,1450364847466,1450364863355
48255,1450364865892,1450364877502
48256,1450364880277,1450364880306
48257,1450364884112,1450364885816
48258,1450364889209,1450364901457
48260,1450364906169,1450364922731
48261,1450364926218,1450364935749
48262,1450364938251,1450364944116
48263,1450364948100,1450364948133
48264,1450364951018,1450364951261
48265,1450364958129,1450364960523
48266,1450364964319,1450364966179
48270,1450364971639,1450364972228
48272,1450364976761,1450364989184
48273,1450364992803,1450364993375
48274,1450364996261,1450364996291
48277,1450364999248,1450365030017
48278,1450365032372,1450365042452
48283,1450365045085,1450365069798
48284,1450365073435,1450365084568
48285,1450365087464,1450365087850
48286,1450365090612,1450365096968
48287,1450365099789,1450365100900
48291,1450365105446,1450365105758
48292,1450365108738,1450365127013
48294,1450365130960,1450365138132
48295,1450365140668,1450365143418
48298,1450365148963,1450365165766
48299,1450365170646,1450365191950
48300,1450365196381,1450365206311
48302,1450365210780,1450365216783
48303,1450365219516,1450365226113
48306,1450365228713,1450365231949
48307,1450365235377,1450365252582
48308,1450365256562,1450365265636
48309,1450365269911,1450365289083
48310,1450365292878,1450365296230
48311,1450365298899,1450365346323
48315,1450365351981,1450365377359
48322,1450365389560,1450365395150
48323,1450365397563,1450365401416
48324,1450365405415,1450365420532
48325,1450365424180,1450365434051
48326,1450365437495,1450365441717
48327,1450365444796,1450365446997
48331,1450365449823,1450365457027
48335,1450365462099,1450365466136
48336,1450365468493,1450365475656
48337,1450365477997,1450365498117
48338,1450365500846,1450365512733
48339,1450365517450,1450365528017
48347,1450365534261,1450365536397
48348,1450365538833,1450365539460
48350,1450365543779,1450365548728
48351,1450365551450,1450365567033
48352,1450365569575,1450365577629
48353,1450365581033,1450365586471
48354,1450365588697,1450365601667
48355,1450365604744,1450365625630
48356,1450365629731,1450365758230
48360,1450365763305,1450365763960
48361,1450365766430,1450365773763
48366,1450365776255,1450365778470
48368,1450365782848,1450365795498
48369,1450365798698,1450365804394
48372,1450365807496,1450365810011
48374,1450365813080,1450365813875
48380,1450365817085,1450365869845
48410,1450365878392,1450365890080
48411,1450365893148,1450365893215
48413,1450365896646,1450365899559
48414,1450365902082,1450365905030
48415,1450365907916,1450365909765
48416,1450365912286,1450365933833
48417,1450365936901,1450365946262
48418,1450365951162,1450365963409
48422,1450365970499,1450365971242
48423,1450365973599,1450365989146
48424,1450365991866,1450365998806
48425,1450366001150,1450366001903
48437,1450366006316,1450366008466
48438,1450366011742,1450366014301
48441,1450366020676,1450366036108
48443,1450366039802,1450366039825
48444,1450366043080,1450366046389
48447,1450366050919,1450366050955
48448,1450366054931,1450366056235
48453,1450366058918,1450366060410
48454,1450366063701,1450366063751
48455,1450366068643,1450366076651
48458,1450366080263,1450366087411
48459,1450366085846,1450366087045
48460,1450366089867,1450366095467
48461,1450366098101,1450366098167
48467,1450366102216,1450366109512
48468,1450366111994,1450366116394
48469,1450366118752,1450366127629
48471,1450366130104,1450366133019
48472,1450366135570,1450366135863
48473,1450366135948,1450366135977
48479,1450366138503,1450366138548
48480,1450366141800,1450366141847
48481,1450366147468,1450366156282
48489,1450366160186,1450366168869
48491,1450366171830,1450366171999
48492,1450366176527,1450366178016
48493,1450366180738,1450366180786
48494,1450366184785,1450366185269
48495,1450366190245,1450366190628
48497,1450366194134,1450366200076
48500,1450366204561,1450366204595
48506,1450366209299,1450366209524
48514,1450366212325,1450366214950
48515,1450366218211,1450366218234
48519,1450366222870,1450366223416
48520,1450366226780,1450366233216
48521,1450366237383,1450366262245
48522,1450366265309,1450366266369
48524,1450366269721,1450366298452
48529,1450366302708,1450366305601
48532,1450366310264,1450366312596
48536,1450366316682,1450366323896
48537,1450366331722,1450366333345
48539,1450366338842,1450366363278
48540,1450366367654,1450366369695
48541,1450366372217,1450366381761
48544,1450366386261,1450366404878
48548,1450366409295,1450366418185
48549,1450366422405,1450366431899
48554,1450366435766,1450366451438
48555,1450366455417,1450366457893
48556,1450366460343,1450366472950
48557,1450366476951,1450366500527
48560,1450366503653,1450366529141
48561,1450366532578,1450366553094
48562,1450366555913,1450366555936
48563,1450366558298,1450366565052
48564,1450366567613,1450366589778
48566,1450366593030,1450366595065
48571,1450366599560,1450366606398
48573,1450366609666,1450366627218
48576,1450366631164,1450366635028
48580,1450366639378,1450366643679
48586,1450366646878,1450366647094
48587,1450366649800,1450366660802
48588,1450366663344,1450366664682
48589,1450366667379,1450366667402
48591,1450366671931,1450366673233
48599,1450366676201,1450366681619
48603,1450366684945,1450366696752
48604,1450366705113,1450366705138
48605,1450366708760,1450366715749
48611,1450366722266,1450366728113
48617,1450366736832,1450366736862
48620,1450366740749,1450366740782
48624,1450366744498,1450366758012
48625,1450366761466,1450366761498
48626,1450366765652,1450366800521
48627,1450366802865,1450366807085
48628,1450366809449,1450366818573
48629,1450366824564,1450366846867
48630,1450366849227,1450366874983
48631,1450366877683,1450366882461
48632,1450366887348,1450366887412
48636,1450366890285,1450366890371
48637,1450366895914,1450366906149
48644,1450366910312,1450366910351
48650,1450366915618,1450366916410
48651,1450366919068,1450366930949
48652,1450366939320,1450366965001
48653,1450366967415,1450366980423
48654,1450366983511,1450366986808
48656,1450366992443,1450366992487
48659,1450366995050,1450367004126
48660,1450367007197,1450367016712
48662,1450367019446,1450367027352
48664,1450367031339,1450367041540
48665,1450367045902,1450367053389
48666,1450367056489,1450367062728
48667,1450367065062,1450367073844
48668,1450367077647,1450367082223
48671,1450367086819,1450367098163
48678,1450367104112,1450367108331
48679,1450367111968,1450367114529
48686,1450367121239,1450367127511
48687,1450367131307,1450367131336
48688,1450367134046,1450367141915
48689,1450367146623,1450367150295
48690,1450367154099,1450367155406
48691,1450367157929,1450367160536
48695,1450367163326,1450367178815
48700,1450367184832,1450367186944
48701,1450367192201,1450367205390
48702,1450367208827,1450367214323
48703,1450367218677,1450367232082
48704,1450367234602,1450367234631
48705,1450367238253,1450367242509
48706,1450367246129,1450367246595
48708,1450367251442,1450367253656
48709,1450367258557,1450367268468
48717,1450367271247,1450367273031
48723,1450367275913,1450367288600
48726,1450367297319,1450367302449
48730,1450367305082,1450367306611
48731,1450367310469,1450367312330
48733,1450367317413,1450367330749
48739,1450367338049,1450367338078
48740,1450367344825,1450367348141
48742,1450367351240,1450367354151
48743,1450367358520,1450367368485
48744,1450367371494,1450367372062
48745,1450367374424,1450367374473
48746,1450367378083,1450367380156
48747,1450367383035,1450367383067
48751,1450367385779,1450367387264
48755,1450367390070,1450367396017
48756,1450367399998,1450367400567
48758,1450367406012,1450367410277
48759,1450367414211,1450367434003
48760,1450367436538,1450367436558
48761,1450367439651,1450367442978
48762,1450367445293,1450367447499
48763,1450367450401,1450367454099
48767,1450367457562,1450367461935
48768,1450367465384,1450367465581
48769,1450367468835,1450367470866
48770,1450367473586,1450367475607
48771,1450367478310,1450367478341
48775,1450367480970,1450367483635
48778,1450367486954,1450367487754
48787,1450367491743,1450367491800
48788,1450367494597,1450367494644
48794,1450367501202,1450367510100
48798,1450367512912,1450367519183
48799,1450367522476,1450367523344
48802,1450367526582,1450367531282
48805,1450367538752,1450367538790
48806,1450367544588,1450367547292
48807,1450367549691,1450367550464
48808,1450367554260,1450367554290
48812,1450367558118,1450367565435
48818,1450367571947,1450367580581
48819,1450367583492,1450367583527
48820,1450367586063,1450367591011
48821,1450367596633,1450367596685
48824,1450367599067,1450367601052
48826,1450367603930,1450367608218
48839,1450367620328,1450367621087
48840,1450367623442,1450367636843
48842,1450367642245,1450367642275
48843,1450367644812,1450367648803
48844,1450367652096,1450367654096
48846,1450367661025,1450367664731
48847,1450367667627,1450367674218
48848,1450367678015,1450367680235
48850,1450367683708,1450367687925
48861,1450367696169,1450367696853
48862,1450367700289,1450367700941
48865,1450367704365,1450367704402
48866,1450367707040,1450367708162
48868,1450367711635,1450367716913
48871,1450367720232,1450367721282
48877,1450367725633,1450367725735
48878,1450367736211,1450367737916
48879,1450367740256,1450367754706
48880,1450367758299,1450367760334
48881,1450367762867,1450367765638
48882,1450367768326,1450367772985
48883,1450367775263,1450367775656
48884,1450367780358,1450367780574
48895,1450367789721,1450367794255
48906,1450367797533,1450367798475
48907,1450367801420,1450367803068
48911,1450367805884,1450367805918
48914,1450367808584,1450367808901
48915,1450367811823,1450367812549
48916,1450367815832,1450367817218
48920,1450367822602,1450367823886
48926,1450367830610,1450367831219
